Season	DayNum	WTeamID	WScore	LTeamID	LScore	WLoc	NumOT	WFGM	WFGA	WFGM3	WFGA3	WFTM	WFTA	WOR	WDR	WAst	WTO	WStl	WBlk	WPF	LFGM	LFGA	LFGM3	LFGA3	LFTM	LFTA	LOR	LDR	LAst	LTO	LStl	LBlk	LPF
2025	66	3218	61	3415	47	H	0	21	52	9	20	10	14	12	24	13	18	6	3	7	18	54	8	26	3	5	6	18	10	13	7	3	12
2025	66	3225	63	3170	48	H	0	23	66	9	28	8	12	8	31	12	12	11	6	21	19	56	4	15	6	16	8	30	9	20	8	4	18
2025	66	3228	62	3234	57	H	0	25	63	4	13	8	8	9	19	14	10	8	3	16	22	55	5	20	8	17	9	28	14	18	4	0	14
2025	66	3236	70	3454	58	H	0	26	58	4	19	14	19	8	22	9	12	13	3	16	21	55	5	20	11	14	11	25	7	19	7	2	17
2025	66	3238	65	3105	55	H	0	20	52	6	18	19	20	8	22	7	18	11	2	18	17	48	2	18	19	27	6	21	4	20	11	2	20
2025	66	3239	68	3391	60	H	0	23	59	3	23	19	26	13	23	9	14	7	7	13	19	53	7	25	15	20	6	19	10	14	5	1	22
2025	66	3241	71	3267	59	H	0	24	51	5	16	18	21	9	26	11	19	10	2	15	20	56	8	32	11	16	8	16	8	20	7	2	15
2025	66	3246	71	3196	55	A	0	29	60	8	27	5	12	7	20	14	13	13	2	13	22	57	3	11	8	10	9	26	8	19	4	3	14
2025	66	3249	94	3309	52	H	0	36	62	12	26	10	17	10	23	27	14	14	4	13	20	62	1	16	11	11	16	16	9	23	7	2	19
2025	66	3251	69	3358	54	H	0	30	63	4	18	5	7	17	25	16	19	9	9	13	22	61	2	8	8	11	9	14	13	16	10	1	16
2025	66	3257	65	3338	56	A	0	26	66	8	30	5	7	13	22	12	14	11	2	19	18	51	6	17	14	16	9	22	11	18	8	2	13
2025	66	3261	89	3397	87	A	0	38	77	1	8	12	14	15	29	10	13	7	1	14	32	76	11	31	12	16	13	22	18	11	6	2	14
2025	66	3264	75	3291	47	A	0	27	53	10	20	11	14	10	23	21	13	12	1	8	17	55	8	22	5	7	12	15	12	17	6	1	16
2025	66	3270	61	3223	51	A	0	21	48	6	16	13	16	7	39	14	33	7	6	19	17	67	3	15	14	20	9	21	11	16	17	3	17
2025	66	3279	87	3435	59	H	0	33	63	9	22	12	13	10	22	26	17	6	3	17	23	53	4	17	9	14	5	19	16	22	9	1	13
2025	66	3280	81	3328	77	H	0	28	71	7	26	18	23	10	28	13	11	13	2	14	28	62	8	26	13	16	6	35	20	20	9	1	21
2025	66	3286	68	3294	57	A	0	26	52	6	16	10	13	6	15	13	15	14	1	12	23	48	8	24	3	5	8	15	9	23	9	1	11
2025	66	3292	59	3244	47	A	0	24	60	4	19	7	11	5	28	14	11	7	7	12	14	56	3	20	16	16	9	23	8	13	8	2	11
2025	66	3295	69	3176	59	H	0	21	52	4	13	23	29	11	19	10	17	5	1	19	20	47	3	16	16	20	5	14	8	16	7	1	23
2025	66	3311	68	3230	57	A	0	20	43	10	19	18	21	6	24	12	17	8	2	21	20	52	5	19	12	20	11	17	8	14	9	3	23
2025	66	3312	83	3420	55	A	0	33	69	10	35	7	10	10	33	13	8	8	5	14	21	64	5	21	8	14	7	18	10	11	6	0	10
2025	66	3314	53	3181	46	H	1	17	53	2	8	17	25	10	33	9	25	9	7	18	16	68	4	17	10	18	14	23	5	19	16	4	22
2025	66	3319	65	3285	46	H	0	23	67	6	26	13	14	9	30	11	12	15	4	9	17	59	7	26	5	6	8	29	10	21	5	2	11
2025	66	3322	46	3394	42	A	0	14	50	7	27	11	12	12	24	7	19	8	4	22	16	50	4	16	6	14	8	21	6	22	9	2	17
2025	66	3323	100	3448	64	H	0	37	67	6	17	20	26	12	26	24	11	15	6	15	24	61	5	17	11	15	10	21	12	19	5	5	16
2025	66	3331	98	3315	91	A	2	33	75	9	28	23	29	16	24	19	13	7	2	20	35	67	8	23	13	14	5	28	12	15	7	2	24
2025	66	3332	63	3336	61	A	0	26	57	3	17	8	12	5	16	12	15	11	4	16	23	56	6	15	9	12	11	23	14	23	6	2	11
2025	66	3333	64	3362	57	H	0	23	55	9	27	9	13	9	32	14	14	2	6	11	20	69	11	35	6	8	9	19	15	5	7	3	13
2025	66	3334	75	3365	64	H	0	28	54	4	11	15	23	9	19	15	11	12	4	12	25	54	6	16	8	13	6	21	14	17	7	1	18
2025	66	3346	69	3373	51	A	0	28	63	9	18	4	5	6	24	16	7	8	2	13	19	61	2	12	11	13	12	24	10	15	5	1	9
2025	66	3355	93	3303	55	H	0	34	67	8	25	17	21	11	31	16	10	12	5	18	20	61	4	17	11	17	7	19	9	16	1	2	17
2025	66	3364	61	3167	57	A	0	19	47	7	22	16	20	7	18	4	13	3	3	18	19	47	4	12	15	19	5	19	5	13	7	3	21
2025	66	3368	87	3372	81	A	0	35	72	4	7	13	18	12	19	16	8	11	0	19	25	51	11	24	20	29	9	26	17	21	6	3	19
2025	66	3374	72	3393	71	A	1	29	71	6	20	8	14	17	22	16	19	5	2	21	25	68	3	16	18	24	17	24	13	17	8	5	17
2025	66	3376	90	3401	49	H	0	32	63	8	23	18	21	6	36	20	13	5	9	10	21	74	2	13	5	8	12	25	9	12	8	4	17
2025	66	3377	77	3472	60	H	0	26	53	9	23	16	22	3	30	14	13	3	2	14	22	66	5	22	11	13	11	23	10	15	10	4	20
2025	66	3380	73	3126	56	H	0	24	57	4	18	21	27	11	22	16	22	19	3	26	18	43	6	14	14	30	8	22	13	28	12	4	17
2025	66	3389	80	3310	50	H	0	33	67	9	23	5	8	15	27	22	18	14	2	15	18	57	4	20	10	13	12	20	5	24	8	3	17
2025	66	3390	89	3199	84	H	0	33	65	10	25	13	21	5	39	19	16	3	4	15	32	83	10	36	10	13	10	20	9	6	11	4	23
2025	66	3400	84	3104	40	H	0	33	65	2	8	16	21	11	30	18	8	11	2	19	15	56	4	23	6	12	7	18	6	19	4	3	21
2025	66	3404	73	3442	60	A	0	23	56	5	15	22	25	7	29	14	14	11	5	20	20	62	7	26	13	14	9	22	12	18	9	3	18
2025	66	3407	85	3111	68	A	0	34	67	8	25	9	12	5	37	17	14	7	5	19	24	76	10	32	10	18	12	25	15	14	7	0	20
2025	66	3410	69	3477	68	H	0	23	64	9	23	14	17	8	25	14	11	4	3	12	26	55	7	17	9	9	3	25	14	14	9	5	15
2025	66	3411	80	3290	54	A	0	31	66	4	17	14	27	15	40	9	22	8	7	20	18	78	2	20	16	21	17	25	3	17	7	1	23
2025	66	3413	80	3168	54	A	0	32	59	7	20	9	10	6	34	18	15	8	3	17	16	55	3	12	19	23	3	15	4	13	9	1	14
2025	66	3414	68	3169	39	H	0	26	68	8	29	8	8	17	22	14	16	17	4	13	13	44	8	23	5	10	5	14	13	25	8	2	13
2025	66	3418	76	3375	50	A	0	25	51	4	12	22	31	12	24	8	14	7	2	20	15	50	3	18	17	26	13	16	4	16	8	4	25
2025	66	3419	84	3379	75	H	0	27	58	6	16	24	29	10	21	17	8	7	1	10	32	70	5	17	6	7	12	21	16	12	5	1	20
2025	66	3422	64	3190	43	H	0	20	44	4	14	20	25	11	27	8	17	6	6	18	15	54	3	9	10	14	11	13	7	13	8	3	19
2025	66	3426	81	3469	60	H	0	31	74	4	17	15	17	14	30	16	10	9	5	17	21	62	6	20	12	17	10	26	17	16	6	3	14
2025	66	3436	77	3262	52	H	0	29	51	7	20	12	16	9	18	18	11	10	6	8	22	46	3	10	5	9	6	12	14	17	7	3	15
2025	66	3438	67	3155	60	A	0	24	57	7	17	12	14	9	25	11	16	11	2	9	23	57	11	32	3	4	6	19	22	16	8	8	15
2025	66	3439	105	3210	94	A	2	37	79	12	27	19	23	11	23	22	10	10	6	18	35	74	6	22	18	26	13	26	19	15	4	2	19
2025	66	3443	51	3240	44	A	0	18	46	3	15	12	16	5	30	12	19	6	1	17	15	55	4	26	10	19	6	20	5	13	11	2	16
2025	66	3450	66	3388	57	A	0	23	59	8	26	12	16	14	24	16	16	9	5	8	22	53	4	15	9	10	5	18	15	12	12	2	13
2025	66	3453	58	3464	50	A	0	23	52	4	14	8	12	8	15	13	16	6	2	15	20	47	6	23	4	7	4	15	13	19	7	3	16
2025	66	3467	64	3357	53	H	0	22	59	5	18	15	21	12	23	14	16	7	3	21	18	57	3	17	14	24	16	18	10	18	9	4	21
2025	66	3470	64	3381	53	H	0	22	60	4	18	16	17	18	16	11	13	8	3	19	16	43	5	19	16	22	7	16	13	17	4	3	16
2025	66	3473	68	3398	54	H	0	22	46	7	16	17	23	7	26	14	22	4	4	18	17	58	7	30	13	18	11	15	7	20	16	5	23
2025	66	3475	93	3369	69	A	0	35	56	9	20	14	19	5	20	19	14	12	1	17	24	58	9	22	12	14	8	14	13	21	7	2	18
2025	66	3476	77	3152	75	H	2	33	85	8	34	3	5	17	29	23	16	5	5	13	31	73	3	12	10	17	11	30	13	19	9	4	17
2025	66	3479	63	3478	52	H	0	23	58	10	30	7	9	7	24	12	16	10	0	18	16	44	5	16	15	23	6	25	6	22	10	1	14
2025	67	3125	67	3227	52	H	0	26	60	10	21	5	7	14	22	18	16	6	0	15	20	54	6	16	6	8	4	17	8	13	7	2	14
2025	67	3158	64	3220	51	A	0	21	69	5	19	17	18	13	29	7	15	8	6	22	15	58	5	21	16	28	17	29	10	22	8	4	19
2025	67	3179	67	3133	63	A	0	23	54	4	22	17	23	9	27	17	14	14	1	12	22	54	14	32	5	8	5	23	16	19	4	0	18
2025	67	3189	59	3214	51	H	0	24	58	1	10	10	13	9	24	17	16	9	10	20	19	61	0	10	13	24	13	21	9	15	10	4	14
2025	67	3229	79	3320	66	H	0	29	55	9	26	12	17	7	32	21	17	3	1	14	23	62	6	21	14	17	7	17	15	12	7	3	18
2025	67	3284	56	3406	54	A	0	24	58	2	11	6	11	13	30	10	16	2	1	13	24	69	1	14	5	11	11	20	10	6	8	2	12
2025	67	3293	82	3434	45	H	0	28	78	7	33	19	21	26	34	15	18	11	2	18	16	54	4	24	9	13	4	21	4	23	6	3	21
2025	67	3299	65	3174	49	A	0	26	61	2	14	11	27	14	23	9	9	8	4	17	16	42	2	14	15	20	1	21	4	16	3	3	25
2025	67	3392	66	3456	48	H	0	24	60	8	24	10	14	11	32	11	12	8	4	16	20	63	3	18	5	12	9	19	8	8	5	2	15
2025	68	3101	83	3370	55	H	0	33	70	6	26	11	17	12	21	17	14	15	0	11	21	53	7	24	6	6	6	22	11	31	7	3	16
2025	68	3103	61	3185	56	A	0	25	60	7	26	4	6	9	22	11	11	5	0	13	22	50	7	23	5	7	5	19	7	15	5	3	15
2025	68	3105	66	3108	56	A	0	21	46	7	14	17	26	8	18	13	17	11	1	19	19	52	3	9	15	25	13	20	11	21	9	3	23
2025	68	3107	60	3263	55	H	0	21	43	9	20	9	13	7	16	12	13	1	4	11	21	49	5	19	8	8	7	16	11	6	4	1	14
2025	68	3111	63	3157	60	H	0	24	62	10	24	5	10	7	27	20	18	9	4	17	22	61	7	25	9	17	12	22	9	14	8	4	19
2025	68	3117	75	3419	70	A	0	22	67	14	34	17	23	11	24	14	19	5	3	23	21	66	2	12	26	29	21	25	8	21	11	3	19
2025	68	3122	69	3468	58	A	0	21	42	7	18	20	28	4	14	9	21	8	3	23	17	45	3	10	21	28	10	16	9	23	8	2	26
2025	68	3123	78	3138	56	A	0	27	58	6	23	18	26	12	31	17	16	7	1	19	22	58	2	15	10	15	7	19	12	13	8	1	22
2025	68	3124	78	3113	59	A	0	31	69	7	22	9	10	14	28	17	16	8	5	10	23	62	5	19	8	10	7	22	13	15	8	7	12
2025	68	3126	70	3212	52	A	0	25	58	7	14	13	23	16	25	14	20	9	7	23	18	75	1	9	15	30	26	21	8	18	11	2	19
2025	68	3127	67	3306	44	H	0	29	57	5	18	4	7	9	34	14	14	8	1	8	18	63	4	21	4	7	9	18	9	9	9	5	11
2025	68	3135	77	3463	69	H	0	24	42	8	16	21	26	2	13	13	13	4	3	21	26	59	5	18	12	18	12	16	12	11	6	1	19
2025	68	3137	65	3110	50	H	0	23	55	8	23	11	12	3	20	16	6	4	4	12	19	56	3	13	9	9	13	24	8	15	4	6	19
2025	68	3142	51	3364	50	A	0	16	48	7	22	12	18	8	24	11	13	3	3	14	18	58	7	21	7	7	12	19	9	10	5	3	17
2025	68	3148	62	3447	55	A	0	22	61	8	22	10	11	9	27	13	13	7	2	10	23	65	5	17	4	6	8	22	13	13	7	3	17
2025	68	3153	64	3416	58	A	0	20	59	6	27	18	27	14	17	6	18	10	2	13	24	55	3	11	7	12	9	23	9	21	11	3	23
2025	68	3159	61	3131	49	A	0	22	58	9	26	8	10	7	14	7	8	7	2	6	20	42	3	12	6	6	2	24	6	16	3	2	17
2025	68	3160	84	3242	76	H	0	33	61	9	15	9	12	13	24	21	18	5	0	23	26	53	9	24	15	19	4	13	16	10	9	1	17
2025	68	3162	69	3165	44	A	0	28	62	7	23	6	17	18	22	15	16	15	2	14	16	46	4	15	8	11	7	18	11	20	5	2	17
2025	68	3163	73	3207	55	A	0	31	58	10	26	1	2	11	26	19	11	5	6	7	19	56	10	26	7	9	7	17	9	8	6	2	4
2025	68	3166	72	3371	64	A	0	28	60	8	22	8	11	6	26	17	11	6	1	14	24	63	3	20	13	15	11	24	14	11	4	2	15
2025	68	3167	62	3169	56	A	0	22	61	8	28	10	14	10	24	15	12	9	6	15	22	62	4	19	8	13	9	28	7	12	7	5	14
2025	68	3171	61	3335	49	A	0	23	58	7	15	8	11	13	28	10	12	3	5	9	20	60	3	19	6	10	9	19	8	8	8	5	15
2025	68	3173	79	3247	61	H	0	28	65	4	13	19	29	15	25	20	16	8	4	17	24	65	2	15	11	12	14	20	13	18	9	2	24
2025	68	3178	67	3324	59	H	0	23	65	8	22	13	23	15	26	10	10	8	3	18	22	56	4	19	11	15	7	24	11	14	5	5	24
2025	68	3182	97	3203	55	A	0	33	70	19	42	12	20	11	24	22	8	13	1	18	22	59	5	18	6	12	12	27	10	24	4	2	20
2025	68	3184	94	3466	58	H	0	38	68	13	29	5	9	12	34	29	13	6	4	8	21	65	8	22	8	9	7	19	10	13	6	1	11
2025	68	3186	89	3170	80	H	0	30	68	10	25	19	22	13	20	17	15	11	4	16	30	61	8	17	12	13	4	19	19	18	8	3	21
2025	68	3187	75	3408	64	H	0	24	62	9	22	18	27	18	20	19	16	9	10	19	21	61	4	11	18	23	12	22	11	13	9	4	19
2025	68	3192	77	3479	63	A	0	27	55	6	19	17	26	12	13	9	6	11	0	21	21	39	6	17	15	17	5	16	3	19	3	1	22
2025	68	3193	70	3265	31	H	0	27	54	6	17	10	19	10	28	17	16	11	3	19	10	48	1	14	10	14	6	20	4	20	4	3	20
2025	68	3195	92	3239	50	A	0	33	62	12	21	14	19	10	26	21	11	15	0	20	17	49	2	6	14	25	7	18	5	20	1	2	14
2025	68	3198	61	3358	54	H	0	22	46	3	10	14	21	11	28	10	33	9	6	22	21	60	4	12	8	13	11	14	9	24	20	1	26
2025	68	3200	68	3260	53	A	0	28	62	5	17	7	11	7	21	19	16	12	4	19	18	49	4	19	13	18	5	18	14	18	10	4	14
2025	68	3201	68	3129	62	H	0	22	57	6	29	18	22	10	19	10	9	10	3	13	24	60	7	24	7	9	13	24	5	16	6	2	18
2025	68	3205	64	3219	52	H	0	20	54	5	21	19	22	9	33	10	12	7	1	13	19	63	5	28	9	11	9	25	7	12	5	2	18
2025	68	3211	69	3450	61	A	0	26	55	11	23	6	6	9	31	17	20	6	5	7	26	61	8	18	1	6	4	13	15	11	7	7	11
2025	68	3218	54	3168	44	H	0	17	48	3	19	17	20	12	26	8	19	5	4	14	15	46	5	16	9	12	4	17	5	13	8	0	19
2025	68	3221	75	3248	69	H	0	28	59	11	25	8	10	8	24	22	14	2	3	13	27	59	6	18	9	9	3	20	12	8	7	1	15
2025	68	3224	75	3288	56	H	0	27	59	7	13	14	22	12	24	15	15	8	4	16	20	60	2	21	14	23	16	16	8	17	4	1	20
2025	68	3225	60	3340	56	H	0	20	67	6	20	14	19	18	24	10	13	8	1	16	23	52	5	17	5	7	4	26	7	17	10	5	16
2025	68	3230	76	3223	45	A	0	29	54	7	14	11	13	7	25	19	13	11	5	14	17	49	2	11	9	12	6	16	12	14	9	2	10
2025	68	3235	79	3112	58	A	0	29	54	10	24	11	12	3	29	18	14	5	3	12	22	56	7	18	7	11	3	17	12	10	6	3	18
2025	68	3238	74	3106	44	H	0	27	62	12	24	8	13	9	25	18	10	12	3	12	18	54	3	14	5	11	9	25	8	16	2	2	16
2025	68	3241	85	3204	68	H	0	28	62	4	16	25	30	10	34	14	13	5	2	16	27	64	5	14	9	13	4	24	15	9	7	3	21
2025	68	3243	92	3140	65	A	0	37	71	12	26	6	7	7	23	26	4	11	6	9	25	60	7	22	8	10	8	24	13	14	2	6	12
2025	68	3245	79	3325	64	A	0	27	62	16	37	9	11	12	24	18	19	9	4	14	22	62	9	33	11	13	7	18	12	14	8	3	14
2025	68	3249	77	3372	74	H	0	31	64	6	17	9	14	10	21	23	11	7	1	18	23	50	10	25	18	19	6	22	15	20	9	4	25
2025	68	3251	75	3256	64	H	0	25	58	11	21	14	15	6	24	15	14	6	3	17	22	57	7	19	13	18	11	21	9	16	7	2	20
2025	68	3252	83	3480	73	A	1	33	67	6	26	11	15	9	21	12	11	10	1	16	27	70	6	22	13	19	22	23	14	18	7	1	18
2025	68	3253	73	3413	60	H	0	27	59	5	12	14	19	5	30	15	14	9	6	19	17	60	8	30	18	24	11	23	15	17	7	4	24
2025	68	3255	77	3457	59	H	0	30	58	9	21	8	12	9	18	20	21	14	2	20	20	49	2	15	17	19	8	15	8	23	14	2	11
2025	68	3264	77	3467	61	H	0	31	66	5	16	10	14	11	24	22	10	12	4	13	23	57	8	27	7	11	12	20	17	20	5	0	18
2025	68	3266	64	3437	59	H	0	24	65	5	16	11	17	12	26	12	14	8	1	12	25	57	6	17	3	8	6	25	12	16	5	7	16
2025	68	3268	83	3458	68	A	0	32	59	2	8	17	24	12	22	12	16	8	3	23	22	53	9	24	15	21	6	13	19	15	6	3	20
2025	68	3273	56	3359	53	H	0	17	49	3	7	19	24	12	23	8	17	7	0	16	17	48	6	24	13	17	7	22	8	17	5	2	18
2025	68	3275	78	3132	63	H	0	27	49	8	15	16	17	6	12	16	15	6	1	18	22	49	10	24	9	10	9	14	18	23	9	4	20
2025	68	3276	87	3345	60	A	0	28	61	10	29	21	29	9	27	19	8	8	4	24	19	52	5	17	17	24	7	24	14	18	5	1	25
2025	68	3286	87	3319	81	A	0	29	70	11	20	18	23	11	24	17	15	11	4	22	26	61	7	20	22	25	8	24	12	17	7	6	19
2025	68	3287	64	3369	61	A	0	24	59	1	11	15	19	12	22	7	15	13	8	18	22	62	7	18	10	18	14	16	9	18	11	3	16
2025	68	3290	69	3341	52	H	0	25	51	7	21	12	16	8	26	14	19	10	0	18	18	55	2	14	14	20	11	18	7	16	11	2	18
2025	68	3291	75	3357	51	A	0	26	44	15	29	8	15	4	27	20	26	10	1	25	19	54	2	12	11	26	12	17	10	22	9	1	17
2025	68	3292	69	3240	35	A	0	22	58	5	18	20	23	11	32	15	11	7	10	16	12	55	2	16	9	12	4	23	3	16	6	3	17
2025	68	3294	57	3285	49	H	0	20	47	5	17	12	16	8	22	11	15	11	3	15	18	52	8	20	5	9	8	17	13	13	5	2	18
2025	68	3295	79	3331	69	H	0	28	59	7	25	16	19	6	22	14	15	8	2	20	26	55	3	9	14	19	5	23	4	17	7	0	19
2025	68	3297	80	3237	63	H	0	30	65	11	23	9	13	8	28	21	15	5	6	16	23	62	2	12	15	20	7	27	9	14	9	5	15
2025	68	3298	63	3259	59	H	0	23	59	6	21	11	16	8	16	11	11	10	6	17	24	50	3	13	8	16	7	29	17	22	8	5	17
2025	68	3300	92	3271	86	H	2	21	61	6	20	44	56	8	28	9	26	9	6	31	27	74	4	19	28	41	21	29	14	32	11	3	41
2025	68	3305	78	3429	69	H	0	28	62	4	19	18	22	13	20	15	15	9	4	17	27	61	6	20	9	14	8	14	11	17	7	0	24
2025	68	3308	65	3431	49	H	0	22	59	8	19	13	20	7	21	12	10	10	0	21	18	44	2	11	11	17	4	27	7	25	4	1	20
2025	68	3311	60	3270	47	A	0	23	56	4	17	10	14	6	21	9	11	6	1	18	16	51	3	11	12	20	11	25	5	20	0	3	14
2025	68	3312	72	3262	54	H	0	27	52	8	18	10	16	5	30	11	13	8	6	15	22	66	3	6	7	12	12	20	11	12	3	5	18
2025	68	3313	82	3164	66	H	0	31	62	8	19	12	14	8	25	15	11	7	1	12	23	51	8	24	12	18	3	25	12	15	5	3	15
2025	68	3315	69	3176	61	H	0	21	46	3	14	24	25	7	23	8	13	5	4	21	18	56	3	24	22	24	9	16	5	9	5	1	21
2025	68	3317	72	3378	65	H	0	26	46	3	6	17	24	7	21	12	18	5	2	21	19	55	4	14	23	29	15	15	8	13	13	1	19
2025	68	3329	64	3452	57	H	0	23	50	6	19	12	15	8	26	9	23	4	6	16	20	60	7	26	10	11	11	18	13	18	15	1	19
2025	68	3330	80	3267	75	H	0	25	57	12	25	18	26	12	26	16	15	7	4	15	27	60	12	27	9	14	6	21	17	13	8	2	20
2025	68	3339	74	3362	60	H	0	30	62	4	13	10	11	7	25	15	15	12	8	22	20	59	4	15	16	22	6	19	13	16	9	2	21
2025	68	3342	60	3421	56	A	0	23	48	1	10	13	16	7	23	13	17	7	1	21	18	56	5	13	15	21	14	16	12	12	8	2	18
2025	68	3343	52	3217	50	H	0	21	44	2	13	8	12	6	19	12	19	3	5	11	22	59	1	15	5	5	11	15	8	12	11	3	16
2025	68	3346	66	3233	58	H	0	25	59	2	11	14	22	11	20	7	8	3	3	15	19	51	10	25	10	13	6	20	9	17	2	1	21
2025	68	3347	64	3367	56	H	0	21	50	10	28	12	16	5	22	12	12	8	6	19	18	52	6	16	14	18	5	24	10	16	2	0	18
2025	68	3351	79	3310	59	H	0	27	48	3	9	22	28	5	30	23	27	11	6	26	18	57	3	19	20	28	6	14	8	23	14	0	25
2025	68	3354	68	3175	62	H	0	24	42	4	4	16	26	5	28	3	14	3	0	19	22	53	6	16	12	19	7	13	4	8	10	1	17
2025	68	3355	78	3282	61	H	0	26	48	12	27	14	21	4	17	21	12	8	3	17	24	54	2	12	11	19	12	17	3	14	4	0	15
2025	68	3363	90	3102	84	H	0	36	57	9	18	9	12	8	29	20	26	8	2	21	26	65	7	23	25	33	10	12	11	13	15	2	15
2025	68	3365	67	3360	59	H	0	24	48	2	8	17	23	5	26	9	12	4	5	16	22	69	1	9	14	21	16	19	14	8	5	2	21
2025	68	3368	83	3309	53	A	0	29	53	6	12	19	28	11	22	22	16	12	3	22	17	51	3	12	16	23	12	13	11	23	9	1	26
2025	68	3377	71	3303	66	H	0	28	61	4	12	11	20	5	29	7	12	3	0	12	28	69	7	20	3	7	6	31	13	16	5	1	21
2025	68	3380	77	3197	61	H	0	28	60	6	16	15	20	12	18	20	13	14	3	14	22	52	7	17	10	16	10	16	14	21	9	4	16
2025	68	3384	73	3478	41	H	0	26	56	9	20	12	15	13	30	19	15	9	4	14	15	57	2	18	9	16	10	18	6	14	6	4	15
2025	68	3385	60	3462	39	A	0	22	46	10	21	6	10	2	22	20	11	9	3	8	15	44	6	20	3	4	4	21	11	15	7	3	13
2025	68	3388	64	3334	44	H	0	27	54	4	12	6	7	7	24	19	18	12	2	13	18	51	4	14	4	5	6	14	12	21	10	5	10
2025	68	3389	61	3145	55	H	0	21	54	12	33	7	11	9	22	17	9	6	1	16	20	53	5	22	10	13	10	23	8	14	2	1	15
2025	68	3391	80	3316	63	A	0	30	65	9	25	11	17	12	22	24	11	8	1	13	21	60	7	31	14	20	14	21	15	15	7	0	18
2025	68	3395	69	3403	43	A	0	26	52	6	18	11	14	9	23	16	12	5	10	16	13	57	2	17	15	16	10	16	4	13	6	1	15
2025	68	3396	73	3409	71	H	0	26	65	9	21	12	13	9	24	17	20	11	3	15	28	60	13	29	2	5	4	20	22	21	10	2	15
2025	68	3399	74	3188	58	A	0	22	55	9	23	21	29	14	32	12	17	4	6	19	19	58	3	10	17	23	8	16	8	14	9	1	22
2025	68	3402	65	3375	54	H	0	19	44	7	15	20	28	9	28	10	27	4	1	22	19	62	3	26	13	16	12	16	7	17	14	6	22
2025	68	3405	71	3141	66	A	0	23	54	3	15	22	35	9	22	7	9	7	0	17	27	61	2	8	10	13	11	21	10	17	5	2	25
2025	68	3407	80	3209	72	A	0	25	60	9	27	21	26	15	37	15	28	7	2	21	23	67	7	24	19	26	7	18	10	14	20	3	19
2025	68	3410	61	3394	53	A	0	20	55	8	25	13	18	7	24	11	14	6	4	21	16	51	4	15	17	26	9	23	11	16	8	5	18
2025	68	3412	73	3194	61	A	0	27	62	12	31	7	9	5	33	15	14	7	2	13	23	65	6	19	9	14	8	29	8	14	6	4	11
2025	68	3414	73	3471	66	H	0	25	57	6	21	17	22	12	20	14	8	6	3	10	23	53	13	24	7	10	9	22	17	15	4	2	17
2025	68	3418	77	3379	68	H	0	27	54	7	14	16	19	5	20	11	15	9	2	19	23	52	9	20	13	14	6	21	12	23	2	0	22
2025	68	3422	62	3151	48	H	0	19	42	7	17	17	21	9	24	11	13	6	3	9	20	45	5	15	3	7	1	13	13	12	4	3	18
2025	68	3426	78	3381	54	H	0	27	65	4	19	20	26	12	18	20	9	12	6	17	20	51	4	18	10	17	8	24	13	21	7	3	22
2025	68	3427	69	3455	51	H	0	28	56	4	8	9	11	14	26	18	19	3	7	7	20	54	7	16	4	6	5	13	13	14	8	3	14
2025	68	3428	69	3222	42	H	0	30	65	6	24	3	7	17	36	22	15	8	4	11	15	58	7	16	5	9	5	18	8	12	8	4	13
2025	68	3436	74	3136	43	H	0	32	53	8	15	2	6	3	23	20	6	9	5	14	16	45	6	16	5	7	6	20	8	21	2	2	10
2025	68	3442	88	3398	67	H	0	27	52	9	16	25	34	5	24	20	17	5	3	20	25	63	4	19	13	22	14	21	8	16	12	3	29
2025	68	3443	72	3244	62	A	0	26	61	3	19	17	20	9	23	18	8	12	3	16	20	52	8	22	14	17	6	24	16	18	3	2	19
2025	68	3444	61	3296	57	A	0	22	60	11	29	6	9	5	24	13	14	9	3	13	23	60	5	25	6	12	9	25	14	16	4	4	16
2025	68	3451	72	3226	67	H	1	24	51	1	13	23	27	7	32	13	16	6	1	16	24	72	8	28	11	16	16	20	13	8	8	0	20
2025	68	3453	78	3352	48	A	0	29	63	9	24	11	11	13	31	16	10	7	1	13	17	51	7	20	7	14	6	16	9	14	7	4	14
2025	68	3461	78	3361	71	H	0	26	48	7	13	19	26	5	19	15	14	10	1	16	26	54	5	13	14	18	8	17	11	16	7	1	18
2025	68	3465	77	3430	50	H	0	27	53	19	34	4	8	4	31	24	20	5	6	18	17	70	5	25	11	14	17	18	4	12	11	6	16
2025	68	3470	74	3469	65	H	0	28	73	12	31	6	9	23	25	21	16	10	6	10	24	56	11	24	6	8	5	16	14	16	8	5	13
2025	68	3473	79	3404	73	H	0	23	51	10	24	23	32	7	20	18	13	8	3	22	26	55	3	11	18	25	4	21	11	10	6	2	28
2025	68	3476	61	3254	50	A	0	22	55	9	24	8	9	11	25	16	19	4	1	11	20	54	2	16	8	10	9	17	11	17	14	5	15
2025	69	3104	84	3279	78	A	0	28	50	12	19	16	27	4	19	15	11	6	4	14	29	68	7	21	13	14	17	23	18	13	6	4	23
2025	69	3114	89	3475	83	H	1	33	58	6	21	17	26	11	18	17	15	10	4	20	31	63	5	16	16	19	12	17	18	21	9	2	25
2025	69	3125	67	3434	53	H	0	22	52	6	25	17	23	13	28	14	18	4	1	18	19	57	5	28	10	14	8	17	10	12	9	2	18
