Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF
"2025	78	1229	85	1232	81	H	0	30	58	11	25	14	18	3	28	15	11	7	3	13	29	61	13	35	10	15	7	25	15	16	10	0	20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	78	1235	108	1416	83	H	0	40	71	9	22	19	25	13	28	19	10	16	4	20	27	63	11	24	18	23	11	18	9	19	5	3	19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	78	1245	83	1405	64	A	0	30	53	12	19	11	11	8	18	17	14	6	3	18	23	49	2	10	16	18	7	10	13	11	10	3	15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	78	1257	98	1374	73	A	0	31	67	19	42	17	19	12	22	27	7	3	4	21	23	57	6	18	21	24	9	18	13	10	5	5	19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	78	1266	76	1371	59	A	0	24	58	10	27	18	25	11	15	14	13	18	3	18	21	43	1	11	16	20	6	18	9	23	12	6	16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	78	1275	84	1132	76	H	0	31	58	7	23	15	18	6	24	14	15	9	3	19	25	52	10	20	16	20	5	16	18	15	11	2	20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	78	1278	72	1234	67	A	0	24	58	7	24	17	24	11	24	15	10	4	3	13	28	61	3	21	8	12	7	24	19	7	5	4	18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	78	1320	79	1283	68	H	0	25	52	7	16	22	29	8	18	17	5	9	6	11	25	47	11	22	7	10	4	22	11	12	5	1	18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	78	1326	73	1345	70	A	0	24	45	11	23	14	17	5	19	13	18	5	3	22	26	54	3	9	15	20	9	15	15	10	5	0	17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	78	1332	82	1449	71	H	0	31	61	6	18	14	18	9	26	13	9	7	3	12	26	56	4	21	15	17	4	17	13	9	6	0	17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	78	1386	78	1172	61	A	0	30	59	11	27	7	13	7	29	17	8	6	6	12	26	64	4	20	5	6	7	23	11	6	3	0	14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	78	1397	68	1280	56	H	0	23	55	10	28	12	13	10	25	15	10	7	4	12	19	56	10	33	8	12	8	18	8	10	5	3	14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	78	1398	81	1404	80	H	1	23	54	11	30	24	33	10	23	13	24	15	5	20	27	64	7	32	19	27	10	23	12	18	14	2	23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	78	1400	61	1281	53	H	0	17	50	4	20	23	30	13	23	7	9	5	3	18	15	48	4	22	19	27	7	23	6	10	5	1	26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	78	1403	81	1153	71	A	0	27	60	12	31	15	18	9	24	13	8	6	1	16	27	52	3	14	14	19	2	23	14	8	4	3	13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	78	1412	81	1427	78	H	0	26	61	3	17	26	30	15	25	15	9	3	7	10	27	68	13	34	11	14	9	19	15	5	5	3	19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	78	1417	85	1458	83	H	0	29	57	6	19	21	28	10	14	15	6	6	4	21	25	49	15	30	18	21	4	18	14	13	3	1	23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	78	1433	81	1348	57	A	0	29	68	8	27	15	21	14	23	10	14	17	6	18	19	49	8	23	11	21	7	24	6	26	10	2	18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	78	1438	74	1130	56	H	0	26	50	11	20	11	14	7	21	17	10	10	3	11	22	47	4	15	8	10	3	17	12	15	5	0	14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	78	1444	72	1296	70	H	0	23	60	7	23	19	27	14	21	17	13	7	2	17	24	54	7	25	15	16	6	20	12	10	6	8	21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	78	1448	67	1314	66	H	0	22	55	2	15	21	27	9	31	7	14	4	7	17	26	65	8	32	6	10	5	22	18	12	8	3	23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	78	1461	63	1424	61	A	0	22	48	14	28	5	8	7	28	18	14	1	3	16	23	58	5	19	10	17	9	19	11	5	10	4	14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	79	1110	68	1250	67	H	0	21	46	7	20	19	24	5	22	14	9	7	2	19	24	47	9	16	10	17	4	20	10	13	5	1	20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	79	1116	68	1208	65	H	0	18	58	3	23	29	34	14	21	6	10	8	1	23	20	46	5	14	20	29	7	20	7	13	7	3	26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	79	1119	76	1221	71	A	0	30	63	9	26	7	10	6	29	12	11	7	0	17	26	56	7	24	12	20	4	26	8	14	5	2	14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	79	1124	70	1243	62	H	0	21	56	11	29	17	21	13	20	14	4	3	2	15	24	55	9	24	5	9	10	21	16	9	2	4	19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	79	1143	77	1199	68	H	0	26	69	6	23	19	22	22	21	13	9	6	5	12	31	74	3	15	3	5	20	18	12	10	5	9	19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	79	1150	69	1378	61	H	0	20	46	6	20	23	30	7	29	14	15	2	2	17	21	59	5	27	14	20	9	20	8	8	5	3	24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	79	1155	86	1393	72	H	0	31	55	9	20	15	21	8	19	17	7	10	2	7	28	52	11	21	5	6	5	18	8	11	4	2	16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	79	1156	65	1178	50	H	0	24	60	4	24	13	22	12	21	13	8	7	5	11	21	52	2	11	6	9	9	24	7	13	2	3	17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	79	1161	75	1129	72	H	0	26	56	11	24	12	15	6	18	19	7	5	4	16	27	52	6	18	12	15	3	25	9	7	4	3	16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	79	1179	81	1434	71	H	0	26	47	9	16	20	24	5	21	17	8	8	3	18	23	47	4	11	21	25	5	14	5	10	4	2	18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	79	1190	85	1441	58	H	0	29	64	9	28	18	23	16	26	13	10	7	4	18	18	54	7	21	15	21	13	18	6	10	7	3	18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	79	1196	70	1376	69	A	0	28	66	8	24	6	9	14	15	13	10	14	4	9	28	57	9	26	4	8	11	21	18	16	6	3	12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	79	1210	71	1439	64	H	0	24	51	6	17	17	26	6	21	18	10	11	3	6	22	59	11	26	9	10	12	25	13	17	5	0	17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	79	1219	86	1367	77	A	0	30	57	14	31	12	15	8	24	17	11	8	0	9	32	61	8	25	5	6	5	16	15	10	4	1	14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	79	1222	70	1428	36	H	0	26	60	5	18	13	19	14	17	15	5	19	11	13	13	43	5	17	5	12	9	19	7	24	3	1	19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	79	1227	78	1191	67	A	0	26	54	11	31	15	23	8	23	16	11	5	2	17	28	61	4	20	7	13	8	20	17	5	5	2	19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	79	1237	86	1453	77	A	0	29	53	15	24	13	18	6	24	22	7	3	1	18	25	56	9	26	18	21	4	23	19	8	4	3	15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	79	1241	74	1330	60	A	0	25	46	5	18	19	22	7	25	11	11	6	1	15	18	55	3	19	21	24	10	14	4	7	8	1	18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	79	1242	74	1395	61	A	0	30	54	6	17	8	10	8	24	21	17	7	4	16	25	66	5	24	6	12	14	13	10	10	10	2	11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	79	1248	80	1259	59	A	0	30	53	12	25	8	11	8	25	19	14	6	5	14	22	63	3	15	12	14	13	14	14	9	11	1	9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	79	1255	77	1347	74	A	0	21	46	10	18	25	30	5	15	9	7	10	0	18	25	51	6	21	18	22	12	23	12	14	4	2	23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	79	1260	70	1200	66	H	0	25	48	6	19	14	19	5	17	16	12	6	2	14	22	49	9	25	13	15	8	17	15	17	6	1	17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	79	1269	74	1203	61	H	0	30	62	6	13	8	13	15	26	15	15	8	6	15	22	62	5	21	12	18	10	17	12	12	13	2	17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	79	1273	79	1422	78	A	0	29	68	8	31	13	18	9	24	12	10	11	1	18	24	67	12	35	18	21	16	29	10	13	3	3	15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	79	1293	74	1356	64	A	0	26	53	5	18	17	23	5	27	16	7	5	4	17	23	54	3	20	15	21	6	21	11	8	5	5	16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	79	1298	62	1131	47	H	0	18	41	9	18	17	23	8	23	13	15	6	4	14	16	52	5	23	10	16	10	16	6	13	6	2	21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	79	1317	76	1396	67	H	0	25	51	3	12	23	34	7	29	6	7	3	8	13	23	65	7	17	14	18	14	17	6	7	2	4	22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	79	1321	79	1231	70	H	0	28	58	13	27	10	17	12	19	18	11	11	6	16	24	57	9	20	13	17	9	19	17	17	7	3	17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	79	1324	76	1236	72	H	0	32	59	6	20	6	7	12	17	17	11	9	3	11	28	59	10	15	6	6	12	14	13	12	9	2	14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	79	1342	71	1149	61	H	0	30	54	3	9	8	12	8	25	13	12	5	5	17	22	58	3	16	14	19	10	17	10	9	5	0	13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	79	1352	72	1464	70	A	0	27	63	6	17	12	17	14	19	14	11	9	2	14	27	55	8	26	8	9	8	18	20	15	7	8	19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	79	1361	77	1102	76	A	1	27	65	6	27	17	27	13	22	10	6	8	7	31	19	44	8	20	30	44	9	25	11	14	3	1	24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	79	1385	79	1462	71	H	1	28	60	1	12	22	27	9	23	13	13	7	5	19	24	60	8	20	15	18	6	18	20	13	10	6	19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	79	1387	64	1247	52	H	0	25	59	7	33	7	8	11	26	16	18	6	2	10	22	65	2	17	6	8	10	23	9	13	11	1	15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	79	1390	88	1274	51	H	0	34	65	11	29	9	12	11	28	18	10	12	3	12	20	57	2	15	9	16	8	23	6	15	7	5	13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	79	1401	63	1279	62	A	0	24	62	8	28	7	9	10	30	11	20	7	7	11	24	65	11	35	3	4	5	23	19	10	9	6	11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	79	1421	61	1205	53	A	0	24	66	6	22	7	12	11	26	10	7	8	4	13	16	50	9	26	12	16	8	25	10	14	4	8	14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	79	1425	78	1304	73	A	0	27	61	6	21	18	22	12	18	12	9	8	1	16	27	55	5	24	14	17	4	25	12	11	6	4	18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	79	1429	90	1305	69	H	0	33	56	16	30	8	9	3	14	27	7	14	2	11	26	49	9	21	8	9	5	20	20	17	6	1	10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	79	1440	91	1202	82	H	0	29	56	9	22	24	27	5	24	12	6	8	5	15	26	70	16	44	14	18	19	24	20	11	3	2	22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	79	1454	95	1460	79	A	0	31	63	11	24	22	27	13	21	15	9	8	2	18	28	56	9	21	14	22	7	17	9	13	5	2	17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	79	1459	79	1154	68	H	0	27	48	9	25	16	20	6	30	17	11	2	2	18	21	58	13	37	13	16	5	12	13	3	7	1	16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	80	1101	67	1470	56	H	0	23	44	2	12	19	22	9	23	12	24	8	5	22	12	44	3	19	29	32	5	13	4	18	16	2	18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	80	1114	62	1442	51	A	0	24	60	5	14	9	12	8	27	13	6	5	3	17	19	50	4	18	9	21	7	28	7	10	3	2	14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	80	1117	65	1111	55	H	0	24	66	6	26	11	14	12	28	11	5	9	4	15	22	59	2	27	9	14	7	28	11	9	4	5	12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	80	1122	73	1146	71	A	0	27	66	9	22	10	13	8	22	15	5	9	3	12	28	60	9	24	6	9	8	28	15	11	5	7	15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	80	1136	95	1306	76	A	0	36	73	11	28	12	12	11	24	18	6	7	10	14	26	65	8	24	16	18	12	21	10	12	5	0	11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	80	1144	79	1392	54	A	0	33	58	10	23	3	4	6	21	18	10	8	3	12	21	51	4	17	8	13	5	17	8	11	8	5	7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	80	1167	71	1168	68	A	0	25	63	7	21	14	21	12	28	10	13	8	4	24	20	52	5	18	23	35	8	22	9	13	10	4	17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	80	1169	86	1253	76	H	0	36	70	8	22	6	7	13	22	23	11	9	1	14	25	52	13	27	13	15	5	14	19	14	8	4	6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	80	1170	75	1226	71	H	0	25	54	10	22	15	22	9	19	16	12	2	2	26	22	57	6	22	21	31	16	19	12	10	7	3	18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	80	1176	70	1331	68	A	0	28	60	5	22	9	12	7	20	11	5	8	1	22	21	45	6	19	20	27	3	25	6	12	4	2	13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	80	1188	82	1475	76	H	0	28	59	6	15	20	27	6	23	11	5	8	2	17	27	56	7	17	15	19	6	28	11	12	3	0	26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	80	1189	83	1284	71	H	0	25	54	6	22	27	35	8	28	9	10	4	3	19	23	59	8	24	17	25	8	21	10	10	4	3	27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	80	1193	87	1264	84	A	1	29	74	13	38	16	18	17	22	16	7	9	3	21	29	64	8	25	18	21	13	26	13	14	5	1	15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	80	1195	77	1468	61	A	0	30	56	13	27	4	6	4	29	20	5	5	0	10	23	61	7	27	8	10	8	21	10	5	4	1	9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	80	1204	85	1157	58	H	0	32	70	11	27	10	13	12	27	18	9	14	7	17	19	50	7	20	13	19	5	21	9	17	4	4	15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	80	1213	74	1381	59	A	0	28	62	7	19	11	17	11	29	15	11	6	4	18	22	59	3	17	12	17	9	22	12	10	5	3	17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	80	1220	93	1174	68	H	0	38	63	13	27	4	5	6	30	20	5	4	2	10	23	58	12	31	10	12	2	19	17	7	4	0	8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	80	1225	77	1294	76	H	0	22	48	7	19	26	30	5	16	5	8	7	1	17	28	53	4	17	16	21	10	21	14	12	7	2	22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	80	1233	73	1351	67	A	0	27	58	7	25	12	14	8	21	19	11	11	2	9	28	61	5	21	6	6	10	19	19	17	6	3	13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	80	1239	79	1480	62	A	0	27	61	10	24	15	22	10	22	23	9	8	2	12	26	56	3	18	7	11	6	22	12	14	8	7	13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	80	1240	73	1431	66	A	0	26	54	6	19	15	18	11	28	12	17	4	1	13	22	58	8	22	14	20	6	19	11	8	8	0	14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	80	1244	69	1308	56	A	0	26	61	7	27	10	14	11	29	10	9	8	10	13	20	65	9	27	7	12	11	20	13	8	5	0	14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	80	1256	77	1443	67	H	0	20	47	8	26	29	42	6	32	16	10	4	4	20	22	65	6	28	17	21	11	27	12	7	9	1	29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	80	1258	73	1334	68	A	0	27	56	10	22	9	18	6	24	17	7	4	4	14	28	63	7	18	5	11	11	26	16	8	4	5	17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	80	1263	86	1262	85	A	1	29	62	7	17	21	25	3	24	9	7	9	2	17	33	65	8	20	11	13	10	28	16	14	4	4	18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	80	1265	67	1310	65	A	1	28	58	8	22	3	5	8	17	23	14	7	2	18	25	52	2	11	13	18	5	20	11	13	10	4	15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	80	1267	92	1209	79	A	0	31	58	12	19	18	21	8	27	18	10	0	10	15	30	71	7	19	12	16	10	19	14	3	6	4	20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	80	1268	91	1228	70	A	0	36	72	3	12	16	23	11	26	18	7	10	4	19	23	61	6	28	18	24	8	28	13	16	2	4	22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	80	1272	61	1455	53	H	0	23	52	6	19	9	15	11	17	6	19	11	4	9	21	52	3	16	8	13	9	20	10	21	11	0	14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	80	1287	73	1183	66	A	0	25	48	10	27	13	19	8	23	16	8	3	5	15	25	52	7	16	9	12	3	17	10	4	4	1	17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	80	1292	77	1358	75	A	0	27	57	12	26	11	14	6	21	16	6	2	3	20	25	58	10	22	15	18	13	21	13	9	2	3	15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	80	1303	89	1472	78	H	0	30	56	7	16	22	34	11	24	15	11	7	5	14	29	59	9	29	11	17	4	19	12	10	6	2	23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	80	1316	90	1474	81	A	0	34	71	8	26	14	23	11	19	17	5	8	1	13	31	67	7	28	12	17	16	26	20	16	3	6	18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	80	1318	70	1180	61	H	0	26	53	6	11	12	24	13	13	12	9	11	6	15	24	54	3	18	10	14	14	17	9	13	4	2	18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	80	1319	70	1186	61	A	0	21	52	8	24	20	28	10	23	16	12	7	0	16	23	54	6	22	9	17	6	19	14	11	9	5	22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	80	1333	83	1337	63	H	0	34	56	11	20	4	7	5	21	19	8	3	7	7	26	60	7	22	4	6	10	12	17	7	7	3	10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	80	1339	92	1360	82	H	0	24	53	13	28	31	37	10	24	21	14	8	3	18	27	68	9	18	19	23	16	20	11	10	9	3	22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	80	1340	74	1451	56	H	0	31	63	5	14	7	12	13	24	18	11	9	8	18	19	54	5	19	13	18	8	13	11	12	7	2	15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	80	1355	65	1282	64	A	0	22	55	4	18	17	23	12	22	10	11	7	4	16	24	58	5	22	11	13	10	20	7	11	7	4	18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	80	1357	93	1145	84	A	0	31	59	15	30	16	23	10	28	26	11	5	2	12	33	64	12	29	6	11	4	17	16	7	6	2	17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	80	1359	73	1151	69	A	0	26	53	5	17	16	17	5	24	16	13	6	2	20	22	53	5	26	20	26	9	17	14	9	8	6	15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	80	1365	93	1450	65	H	0	34	72	13	32	12	14	15	22	18	8	12	3	16	24	53	9	23	8	13	10	18	19	15	4	7	16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	80	1373	82	1291	68	H	0	29	52	14	26	10	15	4	26	14	9	5	7	15	25	59	8	31	10	16	5	21	16	7	5	1	18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	80	1377	102	1315	93	A	0	38	65	11	24	15	18	5	24	14	11	6	2	17	36	71	10	24	11	17	8	23	17	13	6	2	15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	80	1388	71	1362	51	H	0	32	52	1	5	6	14	4	29	19	7	5	3	17	14	52	6	27	17	20	5	19	9	7	1	4	17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	80	1391	67	1184	66	A	0	27	53	4	12	9	10	5	23	11	12	6	2	16	23	66	7	26	13	17	17	19	9	8	6	1	13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	80	1398	89	1399	77	H	0	33	64	9	19	14	21	9	29	22	11	5	5	18	29	66	7	24	12	21	12	22	18	13	5	2	18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	80	1402	89	1418	74	A	0	25	39	6	11	33	39	5	26	11	16	3	6	18	22	57	5	21	25	32	8	11	7	9	8	0	21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	80	1406	83	1299	67	H	0	25	61	11	28	22	26	14	28	15	8	5	1	12	28	70	7	26	4	10	12	20	11	8	6	1	15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	80	1413	68	1218	66	H	0	26	58	4	9	12	20	7	19	10	5	5	4	21	19	53	7	23	21	25	12	23	11	11	2	3	19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	80	1415	84	1414	80	H	1	33	73	9	24	9	12	7	32	23	9	5	2	20	26	63	9	24	19	27	5	29	14	12	5	3	14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	80	1420	92	1107	87	A	1	28	48	5	15	31	44	4	33	13	16	6	7	19	31	78	9	27	16	26	17	21	15	8	9	1	27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	80	1423	85	1158	83	A	0	31	59	6	16	17	19	7	24	11	9	9	2	19	25	57	11	30	22	24	6	21	12	11	4	1	18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	80	1426	65	1370	56	H	0	22	57	14	34	7	13	13	24	17	10	6	5	12	21	57	10	25	4	11	12	21	13	11	4	5	15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	80	1430	74	1465	69	A	0	27	60	6	16	14	21	7	24	17	6	6	7	16	27	62	8	20	7	14	13	27	8	10	4	3	16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	80	1436	68	1312	64	H	0	22	56	8	25	16	27	6	31	14	6	6	1	14	21	56	6	28	16	20	5	31	11	10	4	3	22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	80	1456	94	1214	83	H	0	27	54	11	27	29	35	9	26	19	15	6	0	25	27	58	7	21	22	32	7	20	8	12	10	1	28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	80	1466	74	1252	64	H	0	28	59	8	22	10	14	15	23	12	9	7	2	12	23	55	7	28	11	14	6	18	10	7	5	1	11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	80	1467	48	1389	37	A	0	18	50	5	19	7	9	5	21	5	10	6	4	12	14	58	5	24	4	8	17	24	9	14	4	3	15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	80	1471	77	1364	63	H	0	26	55	9	25	16	23	5	23	16	8	10	0	15	20	55	5	23	18	19	10	27	11	15	5	2	17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	80	1473	72	1369	68	H	0	24	46	4	12	20	35	6	23	16	14	8	2	14	25	61	7	23	11	14	7	20	16	12	9	2	26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	81	1148	93	1478	70	A	0	36	65	11	21	10	10	11	30	20	8	3	2	11	26	64	13	36	5	9	7	18	17	4	5	1	9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	81	1173	77	1386	72	H	0	27	55	8	19	15	18	3	25	15	7	6	1	13	26	62	9	33	11	13	9	24	13	9	4	4	15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	81	1234	76	1336	75	H	0	28	56	11	23	9	15	5	25	20	9	5	5	14	28	57	5	22	14	20	7	26	14	10	7	3	16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	81	1266	87	1437	74	H	0	28	60	9	30	22	27	9	24	13	6	6	3	15	25	59	10	29	14	19	11	23	17	12	4	1	20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	81	1325	61	1245	59	H	0	17	45	5	18	22	28	4	19	8	15	12	5	16	21	60	3	19	14	25	18	24	7	17	11	3	24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	81	1345	91	1276	64	H	0	34	62	9	24	14	21	8	20	17	6	14	1	16	20	54	6	29	18	21	12	20	16	22	4	1	16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
